"ingredient_id";"recipe_id";"ingredient_name";"quantity";"unit";"type";"price"
482;97;"Ground Beef";"300";"grams";"Ingredient";3.0
483;97;"Rice";"195";"grams";"Grain";0.5
484;97;"Tomato Sauce";"0.5";"grams";"Ingredient";0.6
485;97;"Cheese";"100";"grams";"Dairy";1.5
486;98;"Bagel";"2";"pieces";"Ingredient";1.6
487;98;"Cream Cheese";"4";"grams";"Ingredient";1.0
488;98;"Smoked Salmon";"50";"grams";"Ingredient";2.5
489;98;"Capers";"1";"grams";"Ingredient";0.3
490;98;"Red Onion";"0.25";"medium";"Ingredient";0.06
491;99;"Penne";"250";"grams";"Ingredient";0.8
492;99;"Tomato Sauce";"1";"grams";"Ingredient";1.2
493;99;"Bell Peppers";"1";"medium";"Ingredient";0.75
494;99;"Onions";"1";"medium";"Ingredient";0.25
495;99;"Parmesan Cheese";"50";"grams";"Ingredient";0.75
496;100;"Mango";"1";"large";"Ingredient";1.75
497;100;"Lime Juice";"1";"tsp";"Ingredient";0.1
498;100;"Chili Powder";"0.5";"tsp";"Ingredient";0.05
499;100;"Sugar";"1";"tsp";"Sweetener";0.05
500;100;"Mint Leaves";"5";"leaves";"Ingredient";0.2
501;101;"Chicken";"400";"grams";"Meat";3.2
502;101;"Puff Pastry";"1";"sheet";"Ingredient";2.0
503;101;"Mixed Vegetables";"2";"cups";"Ingredient";1.5
504;101;"Cream";"100";"ml";"Ingredient";0.75
505;101;"Butter";"30";"grams";"Dairy";0.3
506;102;"Oats";"90";"grams";"Grain";0.4
507;102;"Milk";"240";"grams";"Dairy";0.5
508;102;"Mixed Nuts";"2";"grams";"Ingredient";0.6
509;102;"Honey";"21.25";"grams";"Sweetener";0.25
510;102;"Cinnamon";"0.5";"tsp";"Spice";0.05
511;103;"Ground Beef";"400";"grams";"Ingredient";4.0
512;103;"Kidney Beans";"1";"can";"Ingredient";0.9
513;103;"Tomatoes";"3";"medium";"Ingredient";0.9
514;103;"Onions";"1";"medium";"Ingredient";0.25
515;103;"Spices";"2";"grams";"Ingredient";0.6
516;104;"Celery";"1";"stalk";"Ingredient";0.8
517;104;"Hummus";"0.25";"grams";"Ingredient";0.6
518;104;"Ranch Dressing";"0.25";"grams";"Ingredient";0.5
519;104;"Peanut Butter";"2";"grams";"Ingredient";0.4
520;104;"Cream Cheese";"2";"grams";"Ingredient";0.5
521;105;"Eggplant";"1";"large";"Ingredient";1.2
522;105;"Zucchini";"2";"medium";"Ingredient";1.4
523;105;"Bell Peppers";"2";"medium";"Ingredient";1.5
524;105;"Tomatoes";"4";"medium";"Ingredient";1.2
525;105;"Herbs";"2";"grams";"Ingredient";0.6
526;106;"Cereal";"1";"grams";"Ingredient";0.8
527;106;"Milk";"240";"grams";"Dairy";0.5
528;106;"Banana";"0.5";"medium";"Fruit";0.13
529;106;"Berries";"0.25";"grams";"Fruit";0.5
530;106;"Honey";"1";"tsp";"Sweetener";0.08
531;107;"Pizza Dough";"1";"base";"Ingredient";1.5
532;107;"Tomato Sauce";"0.5";"grams";"Ingredient";0.6
533;107;"Mozzarella";"200";"grams";"Ingredient";2.0
534;107;"Basil Leaves";"10";"leaves";"Ingredient";0.4
535;107;"Olive Oil";"1";"grams";"Ingredient";0.15
536;108;"Flour";"2";"cups";"Grain";0.5
537;108;"Sugar";"150";"grams";"Sweetener";0.3
538;108;"Eggs";"2";"whole";"Protein";0.7
539;108;"Almonds";"100";"grams";"Dry Fruit";2.5
540;108;"Vanilla Extract";"1";"tsp";"Ingredient";0.2
541;109;"Lamb Chops";"4";"pieces";"Ingredient";8.0
542;109;"Rosemary";"2";"sprigs";"Herb";0.6
543;109;"Garlic";"2";"cloves";"Ingredient";0.1
544;109;"Olive Oil";"2";"grams";"Ingredient";0.3
545;109;"Lemon";"1";"medium";"Ingredient";0.4
546;110;"English Muffins";"2";"pieces";"Ingredient";0.8
547;110;"Butter";"20";"grams";"Dairy";0.2
548;110;"Jam";"2";"grams";"Ingredient";0.4
549;110;"Honey";"21.25";"grams";"Sweetener";0.25
550;110;"Cinnamon";"0.5";"tsp";"Spice";0.05
551;111;"Zucchini";"4";"medium";"Ingredient";2.8
552;111;"Ground Beef";"200";"grams";"Ingredient";2.0
553;111;"Rice";"97.5";"grams";"Grain";0.25
554;111;"Tomato Sauce";"0.25";"grams";"Ingredient";0.3
555;111;"Cheese";"50";"grams";"Dairy";0.75
556;112;"Protein Powder";"1";"scoop";"Ingredient";1.5
557;112;"Milk";"240";"grams";"Dairy";0.5
558;112;"Banana";"1";"medium";"Fruit";0.25
559;112;"Peanut Butter";"1";"grams";"Ingredient";0.2
560;112;"Ice Cubes";"5";"pieces";"Ingredient";0.0
561;113;"Arborio Rice";"1.5";"cups";"Ingredient";2.25
562;113;"Mushrooms";"200";"grams";"Ingredient";2.0
563;113;"Onions";"1";"medium";"Ingredient";0.25
564;113;"Parmesan Cheese";"75";"grams";"Ingredient";1.15
565;113;"Vegetable Stock";"4";"cups";"Ingredient";1.2
